Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Mikal Bridges,36:35,6,13,.462,3,5,.600,7,7,1.000,2,3,5,5,0,0,5,1,22,-13,36:35,.684,.577,.385,.538,6.1,9.6,7.8,19.2,0.0,0.0,23.7,25.1,117,137,-2.1
Spencer Dinwiddie,34:01,5,14,.357,2,8,.250,4,5,.800,0,2,2,8,0,0,3,2,16,-19,34:01,.494,.429,.571,.357,0.0,6.9,3.4,32.3,0.0,0.0,15.6,24.6,105,138,-7.1
Cameron Johnson,31:35,6,13,.462,3,4,.750,0,0,,0,4,4,2,1,0,1,0,15,-5,31:35,.577,.577,.308,.000,0.0,14.8,7.2,9.2,1.5,0.0,7.1,19.3,112,132,-1.8
Cam Thomas,30:59,8,21,.381,2,6,.333,2,2,1.000,0,0,0,2,0,0,2,2,20,-15,30:59,.457,.429,.286,.095,0.0,0.0,0.0,10.5,0.0,0.0,8.4,33.6,91,139,-12.9
Nic Claxton,26:00,3,6,.500,0,0,,2,2,1.000,4,6,10,0,0,3,0,2,8,-24,26:00,.581,.500,.000,.333,17.2,27.0,22.0,0.0,0.0,11.3,0.0,11.5,145,125,-2.0
Dorian Finney-Smith,24:41,5,6,.833,3,4,.750,0,0,,0,3,3,1,1,2,0,0,13,-10,24:41,1.083,1.083,.667,.000,0.0,14.2,6.9,6.0,2.0,7.9,0.0,10.6,209,126,13.7
Royce O'Neale,19:08,1,3,.333,1,1,1.000,2,2,1.000,1,3,4,1,0,0,0,0,5,-2,19:08,.644,.500,.333,.667,5.8,18.4,11.9,6.4,0.0,0.0,0.0,8.8,155,135,-1.8
Day'Ron Sharpe,14:01,2,4,.500,0,0,,0,0,,1,6,7,2,1,1,1,2,4,+7,14:01,.500,.500,.000,.000,8.0,50.1,28.5,19.5,3.4,7.0,20.0,15.5,106,114,1.7
Trendon Watford,11:06,3,4,.750,0,0,,2,2,1.000,1,4,5,2,1,0,1,3,8,+4,11:06,.820,.750,.000,.500,10.1,42.2,25.7,29.8,4.4,0.0,17.0,23.1,149,118,9.6
Harry Giles,3:58,1,2,.500,0,1,.000,1,1,1.000,0,0,0,0,0,0,0,1,3,+4,3:58,1.000,1.000,.000,.000,0.0,0.0,0.0,40.5,0.0,0.0,0.0,11.0,209,139,10.9
Armoni Brooks,3:58,1,1,1.000,0,0,,0,0,,0,0,0,1,0,0,0,0,2,+4,3:58,.615,.500,.500,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,130,138,-8.4
Jalen Wilson,3:58,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,0,0,2,+4,3:58,1.000,1.000,.000,.000,28.1,0.0,14.4,0.0,0.0,0.0,0.0,11.0,213,139,5.5
Team Totals,240,42,88,.477,14,29,.483,20,21,.952,10,31,41,24,4,6,13,13,118,,240,.607,.557,.330,.239,23.3,75.6,48.8,57.1,4.0,12.2,11.8,100.0,118.9,132.0,
