Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Obi Toppin,27:20,6,11,.545,1,3,.333,6,6,1.000,0,2,2,1,2,0,1,3,19,+25,27:20,.696,.591,.273,.545,0.0,6.8,4.1,3.9,3.3,0.0,6.8,21.6,138,105,0.0
Tyrese Haliburton,27:09,9,19,.474,3,7,.429,2,2,1.000,0,2,2,8,1,1,2,1,23,+27,27:09,.578,.553,.368,.105,0.0,6.8,4.2,36.2,1.7,2.6,9.1,32.5,126,107,2.9
Bruce Brown,23:44,3,7,.429,1,3,.333,0,0,,0,5,5,4,0,0,0,1,7,+21,23:44,.500,.500,.429,.000,0.0,19.4,11.9,16.5,0.0,0.0,0.0,11.9,132,109,-1.1
Bennedict Mathurin,21:54,4,8,.500,0,2,.000,2,2,1.000,1,2,3,2,1,0,1,2,10,+14,21:54,.563,.500,.250,.250,6.6,8.4,7.7,9.5,2.1,0.0,10.1,18.2,121,107,-3.8
Myles Turner,20:55,5,7,.714,1,1,1.000,4,4,1.000,4,7,11,2,0,1,0,3,15,+19,20:55,.856,.786,.143,.571,27.8,30.9,29.7,10.5,0.0,3.4,0.0,16.9,193,102,10.7
Buddy Hield,21:06,7,8,.875,5,6,.833,0,0,,0,2,2,2,1,0,4,1,19,+22,21:06,1.188,1.188,.750,.000,0.0,8.7,5.4,11.6,2.2,0.0,33.3,22.9,122,107,12.6
Aaron Nesmith,16:13,5,8,.625,3,4,.750,2,2,1.000,1,1,2,2,2,0,0,0,15,+17,16:13,.845,.813,.500,.250,9.0,5.7,7.0,14.7,5.6,0.0,0.0,22.1,178,101,19.8
Andrew Nembhard,16:07,3,7,.429,3,5,.600,0,0,,0,2,2,8,0,0,2,3,9,+11,16:07,.643,.643,.714,.000,0.0,11.5,7.0,51.7,0.0,0.0,22.2,22.5,136,111,4.3
Isaiah Jackson,15:13,3,3,1.000,0,0,,1,1,1.000,2,1,3,1,0,2,0,5,7,+12,15:13,1.017,1.000,.000,.333,19.1,6.1,11.1,6.9,0.0,9.3,0.0,9.1,219,105,4.5
Ben Sheppard,12:00,3,7,.429,1,4,.250,0,0,,0,2,2,0,0,0,0,1,7,+9,12:00,.500,.500,.571,.000,0.0,15.4,9.4,0.0,0.0,0.0,0.0,23.5,102,110,-10.7
Jalen Smith,11:51,4,4,1.000,1,1,1.000,0,0,,1,6,7,2,0,0,1,3,9,+10,11:51,1.125,1.125,.250,.000,12.3,46.7,33.4,20.9,0.0,0.0,20.0,17.0,174,100,13.7
Jordan Nwora,8:49,2,3,.667,1,2,.500,1,2,.500,0,4,4,0,0,0,2,0,6,+6,8:49,.694,.500,.000,1.000,0.0,31.4,19.2,43.9,0.0,0.0,25.8,17.7,144,105,1.5
T.J. McConnell,8:49,1,2,.500,0,0,,2,2,1.000,0,3,3,4,0,0,1,1,4,+6,8:49,.773,.833,.667,.667,0.0,41.9,25.6,0.0,0.0,0.0,34.0,26.9,85,102,-5.3
Jarace Walker,8:49,0,1,.000,0,0,,2,2,1.000,0,1,1,2,0,0,0,0,2,+6,8:49,.532,.000,.000,2.000,0.0,10.5,6.4,19.8,0.0,0.0,0.0,8.6,162,112,2.7
Daniel Theis,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,55,95,.579,20,38,.526,22,23,.957,9,40,49,38,7,4,14,24,152,,240,.723,.684,.400,.242,27.3,76.9,57.6,69.1,6.7,5.9,11.8,100.0,144.6,105.6,
