Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Andrew Nembhard,33:49,7,12,.583,3,5,.600,1,2,.500,1,4,5,2,2,0,1,3,18,-15,33:49,.699,.708,.417,.167,2.7,13.8,7.6,11.8,3.0,0.0,7.2,18.2,126,127,4.8
Tyrese Haliburton,31:04,4,15,.267,3,11,.273,2,3,.667,2,2,4,5,0,0,2,2,13,-7,31:04,.398,.367,.733,.200,5.8,7.5,6.6,27.8,0.0,0.0,10.9,26.2,90,136,-6.7
Pascal Siakam,30:16,2,7,.286,1,1,1.000,9,11,.818,2,6,8,5,0,0,1,3,14,-5,30:16,.591,.357,.143,1.571,6.0,23.2,13.5,25.7,0.0,0.0,7.8,18.8,134,131,3.1
Aaron Nesmith,27:29,2,11,.182,2,9,.222,0,0,,0,5,5,3,0,0,1,4,6,-7,27:29,.273,.273,.818,.000,0.0,21.3,9.3,17.2,0.0,0.0,8.3,19.4,65,132,-11.9
Myles Turner,24:42,4,10,.400,2,5,.400,2,2,1.000,1,3,4,0,0,1,1,0,12,+1,24:42,.551,.500,.500,.200,3.7,14.2,8.3,0.0,0.0,2.7,8.4,21.4,102,132,-2.3
T.J. McConnell,17:56,5,9,.556,0,1,.000,2,2,1.000,0,1,1,4,0,0,1,1,12,-18,17:56,.607,.556,.111,.222,0.0,6.5,2.8,51.9,0.0,0.0,9.2,26.9,122,136,2.0
Jalen Smith,12:11,2,5,.400,1,3,.333,0,0,,2,2,4,0,0,0,1,4,5,-20,12:11,.500,.500,.600,.000,14.9,19.2,16.8,0.0,0.0,0.0,16.7,21.9,92,132,-12.6
Ben Sheppard,11:12,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,1,0,-13,11:12,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0,138,-17.1
Obi Toppin,11:06,2,2,1.000,0,0,,1,1,1.000,0,1,1,2,1,1,1,1,5,-15,11:06,1.025,1.000,.000,.500,0.0,10.5,4.6,34.1,4.5,6.1,29.1,13.8,146,120,13.5
Jarace Walker,10:46,0,2,.000,0,1,.000,0,0,,0,1,1,2,0,0,2,0,0,-10,10:46,.000,.000,.500,.000,0.0,10.9,4.7,26.2,0.0,0.0,50.0,16.5,27,135,-16.5
Doug McDermott,10:25,1,3,.333,1,3,.333,0,0,,0,0,0,1,0,0,0,1,3,-10,10:25,.500,.500,1.000,.000,0.0,0.0,0.0,15.7,0.0,0.0,0.0,12.8,112,138,-4.0
Isaiah Jackson,8:10,3,3,1.000,0,0,,0,0,,3,3,6,0,0,2,1,2,6,-5,8:10,1.000,1.000,.000,.000,33.3,43.0,37.5,0.0,0.0,16.6,25.0,21.7,147,113,13.5
Kendall Brown,5:27,1,1,1.000,0,0,,1,2,.500,1,0,1,0,0,0,0,1,3,-3,5:27,.798,1.000,.000,2.000,16.6,0.0,9.4,0.0,0.0,0.0,0.0,15.3,167,138,2.4
James Johnson,5:27,1,3,.333,0,1,.000,0,0,,0,0,0,1,0,0,1,0,2,-3,5:27,.333,.333,.333,.000,0.0,0.0,0.0,35.0,0.0,0.0,25.0,32.6,61,138,-16.2
Team Totals,240,34,85,.400,13,42,.310,18,23,.783,12,28,40,25,3,4,13,23,99,,240,.520,.476,.494,.271,22.6,68.3,42.6,73.5,3.2,5.6,12.0,100.0,104.0,131.3,
