,Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Games Played
Nikola Jokić,Nikola Jokić,36:16,9.951219512195125,17.121951219512194,0.5811965811965815,0.9999999999999997,2.902439024390244,0.3445378151260503,4.609756097560975,5.634146341463413,0.8181818181818183,3.0,8.926829268292684,11.926829268292682,9.121951219512198,1.170731707317073,0.926829268292683,2.926829268292683,2.682926829268293,25.51219512195122,8.048780487804878,36:16,0.6507889104574187,0.6103988603988606,0.17926829268292685,0.33673170731707314,9.373170731707317,28.709756097560973,19.251219512195128,42.597560975609774,1.8902439024390243,2.4658536585365862,12.982926829268294,27.807317073170736,133.92682926829272,110.53658536585365,12.990243902439023,41
Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,36:15,3.6,7.825,0.46006389776357826,1.525,3.75,0.4066666666666666,1.5,1.65,0.9090909090909092,0.425,1.825,2.2500000000000004,2.5250000000000004,1.475,0.55,1.025,1.8750000000000004,10.225,7.5,36:15,0.5978832885042685,0.5575079872204473,0.48512500000000003,0.252375,1.9525000000000006,7.517500000000001,4.877500000000001,10.640000000000004,1.9449999999999996,1.4825000000000002,10.774999999999999,13.900000000000002,122.875,117.05,-1.0950000000000002,40
Aaron Gordon,Aaron Gordon,34:59,5.666666666666668,10.222222222222221,0.5543478260869567,0.5555555555555556,1.8611111111111112,0.2985074626865672,2.1944444444444446,3.5277777777777777,0.6220472440944883,2.7222222222222223,3.8888888888888897,6.611111111111112,3.1944444444444446,0.8333333333333334,0.5277777777777778,1.3888888888888888,1.7500000000000002,14.083333333333334,6.027777777777778,34:59,0.5980466169670663,0.5815217391304349,0.18258333333333335,0.3794444444444445,9.666666666666666,12.994444444444444,11.402777777777779,13.713888888888892,1.330555555555556,1.5027777777777778,10.580555555555556,17.875,125.33333333333333,116.55555555555556,0.5416666666666665,36
Jamal Murray,Jamal Murray,34:15,7.678571428571429,16.107142857142858,0.47671840354767187,2.285714285714286,5.571428571428571,0.41025641025641035,2.857142857142857,3.25,0.8791208791208791,0.5714285714285714,3.0714285714285716,3.642857142857143,6.5,0.8928571428571429,0.7142857142857143,1.9642857142857142,2.0714285714285716,20.500000000000004,5.25,34:15,0.584473769957641,0.5476718403547671,0.33992857142857147,0.19728571428571431,2.267857142857143,11.492857142857146,7.003571428571428,29.567857142857143,1.4964285714285714,1.9392857142857147,9.55357142857143,27.80714285714286,120.21428571428571,116.57142857142857,3.5964285714285724,28
Michael Porter Jr.,Michael Porter Jr.,30:08,6.261904761904762,13.0,0.4816849816849817,2.8333333333333335,6.976190476190476,0.4061433447098976,1.047619047619048,1.3571428571428572,0.7719298245614037,1.1904761904761905,5.928571428571429,7.119047619047619,1.4523809523809526,0.47619047619047616,0.7619047619047619,1.0238095238095237,1.9523809523809528,16.404761904761905,6.928571428571429,30:08,0.6032429782167121,0.5906593406593407,0.5415238095238096,0.10185714285714284,4.464285714285714,20.771428571428572,12.669047619047625,6.376190476190475,0.7547619047619047,2.004761904761904,7.204761904761907,20.552380952380958,116.26190476190476,115.71428571428571,-0.3428571428571428,42
Reggie Jackson,Reggie Jackson,24:04,4.666666666666667,9.928571428571427,0.4700239808153478,1.4285714285714286,3.714285714285715,0.3846153846153846,1.0000000000000002,1.3333333333333337,0.75,0.35714285714285715,1.7142857142857142,2.0714285714285716,4.238095238095238,0.6428571428571429,0.1666666666666667,1.5,1.880952380952381,11.761904761904763,1.6428571428571428,24:04,0.5592790508106151,0.5419664268585133,0.3629285714285715,0.1728095238095238,1.8000000000000003,8.09285714285714,4.983333333333332,26.259523809523813,1.471428571428572,0.5976190476190475,13.861904761904768,22.876190476190477,108.35714285714286,118.19047619047619,-2.3928571428571423,42
Christian Braun,Christian Braun,19:20,2.880952380952381,6.261904761904764,0.4600760456273763,0.7380952380952381,1.9285714285714286,0.3827160493827161,1.3333333333333333,1.8571428571428572,0.7179487179487178,0.6666666666666667,2.9047619047619047,3.571428571428572,1.5476190476190477,0.38095238095238093,0.38095238095238093,0.7619047619047619,1.5952380952380953,7.833333333333333,-1.5,19:20,0.5532759316561279,0.5190114068441063,0.34035714285714275,0.3559047619047619,3.8452380952380953,16.209523809523812,10.085714285714285,9.969047619047618,0.9809523809523812,1.5309523809523813,9.590476190476192,17.395238095238096,108.38095238095238,116.76190476190476,-3.254761904761903,42
Zeke Nnaji,Zeke Nnaji,11:44,1.1764705882352942,2.4705882352941178,0.47619047619047616,0.14705882352941177,0.4411764705882353,0.33333333333333337,0.7352941176470589,1.1470588235294117,0.6410256410256411,1.1176470588235294,1.0588235294117647,2.176470588235294,0.5000000000000001,0.23529411764705882,0.5882352941176471,0.6176470588235294,1.5294117647058822,3.235294117647059,-3.264705882352941,11:44,0.5436931593515223,0.5059523809523809,0.1500501470588235,0.41050666666666674,11.597058823529409,11.979411764705885,11.920588235294117,6.564705882352943,0.9558823529411766,3.750000000000002,18.968397058823527,15.9,92.17647058823529,115.02941176470588,-8.455882352941174,34
Peyton Watson,Peyton Watson,10:50,2.55,5.3500000000000005,0.47663551401869153,0.7,1.975,0.3544303797468354,1.0,1.4000000000000001,0.7142857142857142,0.575,2.0749999999999993,2.6500000000000004,0.9500000000000002,0.525,0.7750000000000001,0.5,1.675,6.8,-1.125,10:50,0.5698960777740528,0.5420560747663551,0.317875,0.34029999999999994,4.2,11.507499999999999,8.157499999999999,6.600000000000001,1.3350000000000004,4.182499999999999,8.402500000000002,15.764999999999997,109.525,114.275,-2.5725,40
Jalen Pickett,Jalen Pickett,0:43,0.7333333333333333,1.6666666666666667,0.43999999999999995,0.4666666666666667,1.2,0.3888888888888889,0.13333333333333333,0.13333333333333333,1.0,0.06666666666666667,0.6666666666666666,0.7333333333333333,0.6666666666666666,0.2,0.0,0.4,0.5333333333333333,2.066666666666667,0.0,0:43,0.5989180834621329,0.58,,,1.0799999999999998,5.866666666666665,3.48,17.78666666666667,0.8666666666666667,0.0,,13.9,86.73333333333333,120.06666666666666,-6.220000000000001,15
